Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType
TSLA,12-30-2022 12:52:00 PM,121.57,121.85,121.86,121.55,121.76829347330849,121.7351236791241,121.62499494619394,121.49630603678179,121.57425910450446,0.29000000000000015,55.70009113090447,59.7138054460302,121.60879864560036,,0,0.0,
TSLA,12-30-2022 12:54:00 PM,121.54,121.58,121.69,121.52,121.7226347786468,121.71738516284009,121.62166181104908,121.49674080258495,121.57380103457314,0.26785714285714385,33.81349865607754,55.926205539948455,,121.96844565855599,0,0.0,
TSLA,12-30-2022 12:56:00 PM,121.38,121.53,121.54,121.28,121.65410782291745,121.68671378440007,121.61218487728246,121.49557920255924,121.56898773482435,0.269285714285716,16.422194308251342,50.60849185610383,,121.80667325693548,0,0.0,
TSLA,12-30-2022 12:58:00 PM,121.3,121.38,121.44,121.26,121.58328625833397,121.65155798581824,121.5999423330753,121.49363314084223,121.56453853784586,0.26000000000000206,8.64523172571279,44.961743469868104,,121.73113798103766,0,0.0,
TSLA,12-30-2022 01:00:00 PM,121.62,121.3,121.64,121.27,121.59062900666719,121.64868907801659,121.60072890824883,121.49489052252541,121.56554075663254,0.25857142857143095,17.807585568917187,40.88537147587039,,121.73113798103766,0,0.0,
TSLA,12-30-2022 01:02:00 PM,121.34,121.63,121.65,121.3,121.54050320533375,121.62062643456053,121.59050424518026,121.4933493232963,121.56200004684541,0.2642857142857165,17.021276595744357,38.000343172142074,,121.73113798103766,0,0.0,
TSLA,12-30-2022 01:04:00 PM,121.27,121.34,121.5,121.22,121.48640256426701,121.58875130414594,121.57793545125162,121.49112694196997,121.55720097853971,0.26000000000000206,17.375886524822555,35.24251898058763,,121.68425404916745,0,0.0,
TSLA,12-30-2022 01:06:00 PM,121.1,121.28,121.31,121.1,121.40912205141362,121.54431936740541,121.55919288453588,121.4872351316021,121.54840067465334,0.25857142857143095,4.6099290780140345,30.6309568724989,,121.57174195463782,0,0.0,
TSLA,12-30-2022 01:08:00 PM,121.27,121.12,121.37,121.09,121.3812976411309,121.51938124309582,121.54785198710309,121.48507358800407,121.54358508951171,0.2657142857142877,7.380526280903799,24.848352308048707,,121.54758854737639,0,0.0,
TSLA,12-30-2022 01:10:00 PM,121.16,121.28,121.3,121.15,121.33703811290472,121.4867102209962,121.5326421052559,121.48183902493936,121.53912537465169,0.25785714285714384,7.788161993769077,18.656438186311714,,121.52572237851166,0,0.0,
TSLA,12-30-2022 01:12:00 PM,121.26,121.17,121.43,121.14,121.3216304903238,121.46610020090564,121.52195025799097,121.47963167145738,121.53413176674681,0.259285714285716,13.084112149532404,14.39484028817451,,121.52572237851166,-5,-606.3000000000001,BUYTOCOVERSTOCK
TSLA,12-30-2022 01:14:00 PM,121.15,121.24,121.38,121.15,121.28730439225905,121.43736381900513,121.50736397336387,121.47635175432846,121.52918416564324,0.2507142857142871,9.559968847352005,11.969487307301955,,121.52572237851166,0,0.0,
TSLA,12-30-2022 01:16:00 PM,121.13,121.15,121.31,121.08,121.25584351380724,121.40942165364102,121.49256538617313,121.47290546821574,121.52261242639787,0.25500000000000156,9.0974965475159,11.237017531228412,,121.4813499488907,5,605.65,SELLSHORTSTOCK
TSLA,12-30-2022 01:18:00 PM,121.22,121.14,121.28,121.13,121.24867481104579,121.39220150331,121.48187654749967,121.47038899589519,121.51907465074038,0.24714285714285872,8.612542955326482,11.23374865418978,,121.4776577953135,0,0.0,
TSLA,12-30-2022 01:20:00 PM,121.08,121.21,121.25,121.05,121.21493984883665,121.36381954846362,121.46611668289184,121.46650452827434,121.51198013827754,0.2392857142857159,7.529209621993094,10.205911059497371,,121.41536461455723,0,0.0,
TSLA,12-30-2022 01:22:00 PM,120.88,121.08,121.14,120.82,121.14795187906932,121.31983595314874,121.44313171493529,121.46066866232137,121.49352385978564,0.25000000000000205,7.437012823736603,9.247484682296594,,121.27033986547039,0,0.0,
TSLA,12-30-2022 01:24:00 PM,120.93,120.88,121.04,120.8,121.10436150325548,121.28439632104431,121.42300890258488,121.45538837712415,121.48258407998543,0.24857142857143089,6.09268292682962,8.119164322497301,,121.21243598958611,0,0.0,
TSLA,12-30-2022 01:26:00 PM,120.66,120.93,120.96,120.61,121.01548920260439,121.22763301913119,121.39308698483646,121.44747406491398,121.46175497827605,0.2607142857142882,6.250090334236925,8.283180448119591,,121.08753734524657,0,0.0,
TSLA,12-30-2022 01:28:00 PM,120.93,120.66,120.99,120.64,120.99839136208352,121.20057547193744,121.3749267109213,121.4423250692432,121.45107683849155,0.259285714285716,12.297934985345426,8.774921318563754,,121.08753734524657,0,0.0,
TSLA,12-30-2022 01:30:00 PM,121.14,120.93,121.21,120.83,121.02671308966683,121.19506861085222,121.36571389872832,121.43931685959899,121.44543644582252,0.2614285714285722,21.54110045297109,10.150215164483956,,121.08753734524657,0,0.0,
TSLA,12-30-2022 01:32:00 PM,121.21,121.14,121.33,121.06,121.06337047173348,121.19642600986565,121.35960747132721,121.43703509980199,121.44125741136449,0.2607142857142861,36.3836930455636,12.480173254087074,120.82195147348888,,0,0.0,
TSLA,12-30-2022 01:34:00 PM,121.66,121.23,121.68,121.21,121.18269637738678,121.23856909987786,121.37138757049085,121.43925365602287,121.44509405337661,0.2792857142857151,61.1172395416998,17.635900323521856,121.027994273763,,0,0.0,
TSLA,12-30-2022 01:36:00 PM,121.54,121.66,121.72,121.46,121.25415710190943,121.26597190897986,121.37799982262847,121.44025610720672,121.44655269852748,0.2778571428571439,76.33533533533537,24.3596842023038,121.13144631798167,,0,0.0,
TSLA,12-30-2022 01:38:00 PM,121.35,121.55,121.57,121.27,121.27332568152754,121.27361082634533,121.37690179036854,121.43935803648826,121.44517995911929,0.28857142857143003,82.55755755755759,31.754185662526915,121.13144631798167,,0,0.0,
TSLA,12-30-2022 01:40:00 PM,121.47,121.36,121.48,121.27,121.31266054522203,121.29146438758667,121.38055270055017,121.43966293164758,121.44541056428895,0.2828571428571444,75.97597597597604,38.59886229792521,121.13144631798167,,0,0.0,
TSLA,12-30-2022 01:42:00 PM,121.36,121.48,121.55,121.29,121.32212843617764,121.29769489780605,121.37974671229331,121.43887026566104,121.44441495107361,0.28500000000000164,70.57057057057044,44.91221807260859,121.13144631798167,,0,0.0,
TSLA,12-30-2022 01:44:00 PM,121.32,121.38,121.44,121.19,121.32170274894212,121.29972263436913,121.37740370396808,121.437687476948,121.44308929273163,0.2864285714285728,69.66966966966952,51.26991674689258,121.13144631798167,,0,0.0,
TSLA,12-30-2022 01:46:00 PM,121.3,121.32,121.43,121.29,121.3173621991537,121.29974784942648,121.37436826459678,121.43631745230175,121.44202346138734,0.28571428571428675,64.56456456456435,57.10136416992532,121.13144631798167,,0,0.0,
TSLA,12-30-2022 01:48:00 PM,121.26,121.28,121.34,121.09,121.30588975932298,121.29613440856953,121.36988323461259,121.4345630497913,121.43989972787551,0.2892857142857151,61.56156156156151,62.02772682754693,121.13144631798167,,0,0.0,
TSLA,12-30-2022 01:50:00 PM,121.29,121.26,121.43,121.25,121.3027118074584,121.29557673506321,121.36675055874542,121.43312461148491,121.43834443190718,0.2792857142857151,60.660660660660994,65.93968284831593,121.13144631798167,,0,0.0,
TSLA,12-30-2022 01:52:00 PM,121.2,121.29,121.31,121.14,121.28216944596673,121.28688794096655,121.36021132114756,121.43080496360945,121.43610783784523,0.2742857142857145,57.65765765765817,68.06707930952538,121.13144631798167,,0,0.0,
TSLA,12-30-2022 01:54:00 PM,121.24,121.2,121.32,121.15,121.27373555677339,121.28262540087867,121.3554971516908,121.42890640675762,121.43488749677225,0.2614285714285712,57.05705705705726,67.66106106106113,121.13144631798167,,0,0.0,
TSLA,12-30-2022 01:56:00 PM,121.36,121.23,121.53,121.23,121.29098844541872,121.28965945534424,121.35567373397744,121.42822077086949,121.43395189776551,0.25785714285714284,59.15915915915915,65.9434434434435,121.13144631798167,,0,0.0,
TSLA,12-30-2022 01:58:00 PM,121.16,121.36,121.44,121.15,121.26479075633497,121.27787223213112,121.34800025421362,121.42555190747775,121.43175053559992,0.25142857142857117,57.957957957957774,63.48348348348352,121.13144631798167,,0,0.0,
TSLA,12-30-2022 02:00:00 PM,121.16,121.16,121.25,121.01,121.24383260506798,121.26715657466465,121.34062769522485,121.42290959994067,121.42857360574037,0.24928571428571392,55.55555555555542,61.441441441441455,121.13144631798167,,0,0.0,
TSLA,12-30-2022 02:02:00 PM,121.28,121.17,121.29,121.03,121.25106608405439,121.26832415878604,121.33825013854937,121.42148761387162,121.42713494917952,0.23428571428571335,53.15315315315306,59.699699699699714,121.13144631798167,,0,0.0,
TSLA,12-30-2022 02:04:00 PM,121.04,121.28,121.31,121.0,121.20885286724351,121.24756741707822,121.32655405468469,121.41769171721619,121.42320935330913,0.2378571428571417,49.54954954954976,57.68768768768774,121.13144631798167,,0,0.0,
TSLA,12-30-2022 02:06:00 PM,120.95,121.03,121.15,120.88,121.15708229379482,121.22051583370747,121.31178722901079,121.41303806828866,121.41595277249613,0.23571428571428552,43.243243243243626,55.55555555555568,,121.30773634522451,0,0.0,
TSLA,12-30-2022 02:08:00 PM,121.02,120.95,121.05,120.88,121.12966583503587,121.20228712155223,121.300344592579,121.40912724173853,121.41208237235027,0.2328571428571422,34.85151818485172,52.88455121788469,,121.2566134244209,0,0.0,
TSLA,12-30-2022 02:10:00 PM,120.95,121.02,121.04,120.91,121.0937326680287,121.17935192868384,121.28660558894846,121.40455881147247,121.40778180131936,0.22357142857142925,26.432987294410676,49.461783881259656,,121.23173981366863,0,0.0,
TSLA,12-30-2022 02:12:00 PM,120.91,120.95,121.1,120.88,121.05698613442296,121.15486538971257,121.27183674232303,121.39963782827374,121.40194169336507,0.22142857142857203,17.41325327467659,45.437343442961506,,121.23173981366863,0,0.0,
TSLA,12-30-2022 02:14:00 PM,121.04,120.91,121.05,120.9,121.05358890753837,121.14442308155688,121.26274510536919,121.39605934242027,121.39905673834325,0.22214285714285711,12.034064562155066,40.935044193471285,,121.21775619400726,0,0.0,
TSLA,12-30-2022 02:16:00 PM,120.99,121.04,121.1,120.94,121.04087112603071,121.13038461959717,121.25204921888414,121.39201895095341,121.39524263201027,0.21571428571428544,11.904761904762312,36.2096044680316,,121.21775619400726,-5,-604.9499999999999,BUYTOCOVERSTOCK
TSLA,12-30-2022 02:18:00 PM,120.92,120.99,121.07,120.92,121.01669690082457,121.11125874508834,121.23902768088868,121.38732224497379,121.39134142015342,0.2135714285714272,12.646652864044846,31.678473958640307,,121.21775619400726,0,0.0,
TSLA,12-30-2022 02:20:00 PM,121.02,120.92,121.12,120.92,121.01735752065966,121.10296249553484,121.23043836006953,121.38366729726262,121.38825522067339,0.21571428571428442,13.262620644191335,27.449180467503897,,121.21775619400726,0,0.0,
TSLA,12-30-2022 02:22:00 PM,121.03,121.03,121.14,120.98,121.01988601652774,121.0963295413953,121.22257803222367,121.38014821967792,121.38534633496418,0.21499999999999936,16.360227846276455,23.76988793681624,,121.21775619400726,0,0.0,
TSLA,12-30-2022 02:24:00 PM,121.31,121.03,121.36,121.02,121.0779088132222,121.11575412854118,121.22600634468547,121.37945022744232,121.38436400979641,0.21785714285714267,36.4791427477999,22.462847256641254,,121.21775619400726,0,0.0,
TSLA,12-30-2022 02:26:00 PM,121.28,121.31,121.33,121.14,121.11832705057776,121.13068557140107,121.2281237429331,121.37846067294042,121.3834792441524,0.2107142857142859,50.026789131267286,23.141201845443618,120.9847489373076,,0,0.0,
TSLA,12-30-2022 02:28:00 PM,121.31,121.28,121.36,121.21,121.15666164046222,121.14698688309188,121.23133457654356,121.37777947221464,121.38278817164608,0.20428571428571526,64.61538461538505,26.11758848849695,121.04643086101073,,0,0.0,
TSLA,12-30-2022 02:30:00 PM,121.46,121.31,121.53,121.25,121.21732931236978,121.17544262099263,121.24030184805166,121.37859758691897,121.38388629437122,0.2057142857142864,72.30769230769224,30.70505898982511,121.15149026020046,,0,0.0,
TSLA,12-30-2022 02:32:00 PM,121.6,121.46,121.61,121.4,121.29386344989584,121.21403874635692,121.25440765793199,121.38080059600436,121.38655873795727,0.19857142857142865,84.67158412363851,37.4308920747213,121.22269223840411,,0,0.0,
TSLA,12-30-2022 02:34:00 PM,121.55,121.59,121.68,121.46,121.34509075991667,121.24458067850628,121.26599951448368,121.38248417216353,121.38819061567865,0.19500000000000028,90.53696873902264,45.281182492408064,121.30641109199462,,0,0.0,
TSLA,12-30-2022 02:36:00 PM,121.43,121.56,121.59,121.39,121.36207260793334,121.26143698046026,121.27243090607256,121.38295696647036,121.38859864772071,0.1971428571428575,83.71004566210004,52.461710868141836,121.30641109199462,,0,0.0,
TSLA,12-30-2022 02:38:00 PM,121.5,121.43,121.54,121.38,121.38965808634667,121.28312452769114,121.28135518426579,121.38412157376916,121.3895151117424,0.19928571428571473,76.66666666666633,58.86371224840398,121.30641109199462,,0,0.0,
TSLA,12-30-2022 02:40:00 PM,121.54,121.5,121.68,121.45,121.41972646907735,121.30647684335558,121.29149811821615,121.38567260288589,121.39110099943501,0.20000000000000082,76.25000000000004,65.16245018398486,121.3357844757722,,0,0.0,
TSLA,12-30-2022 02:42:00 PM,121.28,121.55,121.55,121.17,121.39178117526188,121.30406985759599,121.29104721161944,121.38462113420047,121.38978334729194,0.21642857142857252,69.99999999999989,70.52642739935719,121.3357844757722,,0,0.0,
TSLA,12-30-2022 02:44:00 PM,121.22,121.27,121.34,121.19,121.35742494020951,121.29642714326907,121.28826104645789,121.38298311296465,121.38846217639434,0.21571428571428747,58.333333333333336,72.71184645791053,,121.5651082375997,0,0.0,
TSLA,12-30-2022 02:46:00 PM,121.28,121.2,121.42,121.19,121.34193995216762,121.29493376660825,121.2879370838517,121.38195840537297,121.38768156029234,0.22142857142857406,47.49999999999994,72.45916754478381,,121.54916516033623,0,0.0,
TSLA,12-30-2022 02:48:00 PM,121.25,121.28,121.35,121.2,121.3235519617341,121.29084887873478,121.2864493550732,121.38064538641405,121.38691741298018,0.2178571428571447,46.249999999999915,70.62262908324529,,121.50974830119569,0,0.0,
TSLA,12-30-2022 02:50:00 PM,121.18,121.26,121.26,121.12,121.29484156938729,121.2807717079407,121.28227487056053,121.37864891490743,121.38550105326698,0.21642857142857355,44.5833333333336,67.85019318580943,,121.43392862729321,0,0.0,
TSLA,12-30-2022 02:52:00 PM,121.2,121.17,121.28,121.13,121.27587325550985,121.27342882540063,121.27904840504836,121.37687131376407,121.38433921491992,0.20285714285714512,41.25000000000039,63.508034773445615,,121.42554400950657,0,0.0,
TSLA,12-30-2022 02:54:00 PM,121.37,121.22,121.41,121.18,121.29469860440788,121.28220802309147,121.28261513426216,121.37680294248284,121.38420407571084,0.20571428571428743,45.918803418803755,59.046218241423716,,121.42554400950657,0,0.0,
TSLA,12-30-2022 02:56:00 PM,121.33,121.37,121.45,121.31,121.30175888352632,121.28655274826497,121.2844733642911,121.37633724156262,121.38376866361726,0.20500000000000135,51.40125955915406,55.815339631129135,,121.42554400950657,0,0.0,
TSLA,12-30-2022 02:58:00 PM,121.29,121.33,121.37,121.22,121.29940710682106,121.28686613478634,121.28469009510322,121.37547816453215,121.38315642315266,0.19571428571428737,54.29599640125931,53.57827260458843,,121.42554400950657,0,0.0,
TSLA,12-30-2022 03:00:00 PM,121.51,121.29,121.7,121.29,121.34152568545686,121.30715103162395,121.29352577764818,121.37681669025821,121.38467111234178,0.21000000000000188,59.42420152946462,51.89569275753488,121.26350304756184,,0,0.0,
TSLA,12-30-2022 03:02:00 PM,121.78,121.51,121.89,121.46,121.42922054836549,121.35013730147632,121.31260319813258,121.38082846448451,121.39078961206712,0.22500000000000142,70.74577469314332,51.97027022684923,121.3740218677938,,0,0.0,
TSLA,12-30-2022 03:04:00 PM,121.93,121.79,121.99,121.75,121.5293764386924,121.40285209225121,121.3368148374215,121.38629285787272,121.39773905039713,0.2278571428571437,85.78918218093527,54.715855111609415,121.473526945143,,0,0.0,
TSLA,12-30-2022 03:06:00 PM,122.04,121.95,122.17,121.92,121.63150115095392,121.46077462931927,121.36439072615006,121.39279740655061,121.41059573158145,0.23428571428571437,89.7818561736093,58.94404072897036,121.6303777701142,,0,0.0,
TSLA,12-30-2022 03:08:00 PM,121.88,122.06,122.17,121.83,121.68120092076315,121.49888602665388,121.3846106976736,121.39764519355012,121.4168483942189,0.2421428571428572,84.6048109965639,62.779521828626756,121.69552064013475,,0,0.0,
TSLA,12-30-2022 03:10:00 PM,122.01,121.87,122.1,121.82,121.74696073661052,121.5453509333217,121.40913576835307,121.40373827620137,121.42268078423176,0.23500000000000046,81.5873015873016,66.47991865402355,121.69552064013475,,0,0.0,
TSLA,12-30-2022 03:12:00 PM,122.33,122.01,122.33,121.97,121.86356858928843,121.61668266665609,121.44524809116275,121.41295481076654,121.4369000233741,0.25,85.7142857142856,70.92634722545208,121.82130819873545,,0,0.0,
TSLA,12-30-2022 03:14:00 PM,122.42,122.33,122.57,122.3,121.97485487143075,121.6897115151419,121.4834736562152,121.42297516090817,121.45344788862161,0.2528571428571423,91.47235905856621,75.48170278942833,121.97639304575236,,0,0.0,
TSLA,12-30-2022 03:16:00 PM,122.72,122.44,122.78,122.35,122.12388389714461,121.78337410467445,121.53196488538323,121.43588088070013,121.4739085452354,0.2728571428571434,95.34690486082273,79.87626731959519,122.14861148792494,,0,0.0,
TSLA,12-30-2022 03:18:00 PM,122.65,122.73,122.75,122.51,122.2291071177157,121.86215827697677,121.57580939968193,121.44796166795685,121.48990262131323,0.28000000000000014,92.73646309375454,83.72031398884471,122.22055430768775,,0,0.0,
TSLA,12-30-2022 03:20:00 PM,122.61,122.64,122.72,122.52,122.30528569417257,121.93014388816069,121.61636589381206,121.45952423842495,121.50218852627155,0.2835714285714285,92.77108433734941,87.05500226963319,122.28126742938643,,0,0.0,
TSLA,12-30-2022 03:22:00 PM,122.6,122.6,122.72,122.5,122.36422855533806,121.99103989832788,121.65493978032924,121.47087225595307,121.51677569260725,0.2828571428571434,90.36144578313242,89.0165693786321,122.28314075859484,,0,0.0,
TSLA,12-30-2022 03:24:00 PM,122.51,122.59,122.64,122.5,122.39338284427046,122.03821808938899,121.68847155364966,121.48121183549583,121.5266618694399,0.2828571428571434,87.55020080321275,89.19267124085984,122.28314075859484,,0,0.0,
TSLA,12-30-2022 03:26:00 PM,122.63,122.51,122.69,122.35,122.44070627541637,122.09201644489909,121.72539423782027,121.49264256350085,121.53970624424544,0.2964285714285718,87.95180722891547,89.00966634639046,122.28314075859484,,0,0.0,
TSLA,12-30-2022 03:28:00 PM,122.37,122.63,122.73,122.36,122.42656502033311,122.11728767718098,121.75067289516065,121.50137248824214,121.54965996145008,0.29357142857142954,83.33333333333334,88.8825185800674,122.28314075859484,,0,0.0,
TSLA,12-30-2022 03:30:00 PM,122.36,122.37,122.48,122.32,122.41325201626651,122.1393524338009,121.77456807574258,121.50991604557306,121.55663475149348,0.2742857142857155,80.32128514056213,88.75591693539346,122.28314075859484,,0,0.0,
TSLA,12-30-2022 03:32:00 PM,122.49,122.37,122.58,122.28,122.42860161301321,122.17122948527354,121.80262422963503,121.51966812472159,121.56747021101344,0.27857142857142997,77.47474747474737,87.93196311143963,122.28314075859484,,0,0.0,
TSLA,12-30-2022 03:34:00 PM,122.45,122.48,122.61,122.44,122.43288129041059,122.19657225933958,121.82801151474737,121.52892515830645,121.57498998568082,0.2728571428571444,78.83267920165495,86.6679951257485,122.28314075859484,,0,0.0,
TSLA,12-30-2022 03:36:00 PM,122.35,122.46,122.49,122.29,122.41630503232848,122.21052023576325,121.84848165142395,121.53709505722878,121.58182799478764,0.26285714285714334,78.07837995337972,84.94114263500421,122.28314075859484,,0,0.0,
