index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
112,NVDA,12-30-2022 01:54:00 PM,144.24,144.18,144.25,144.17,144.21055706165214,144.2628417881337,144.35052817659638,144.1357727303331,144.21275819933825,0.20214285714285804,54.24242424242428,48.514993714966565,144.0219167174637,,5,721.2,SELLSHORTSTOCK,0.0
113,NVDA,12-30-2022 01:56:00 PM,144.35,144.23,144.43,144.23,144.2384456493217,144.27076526193972,144.3505074637887,144.13790434495664,144.2138689291458,0.1871428571428595,59.53823953823943,49.48098311891229,144.09909822792767,,-5,-721.75,BUYTOCOVERSTOCK,-0.5499999999999545
300,NVDA,01-03-2023 09:36:00 AM,147.61,148.4,148.68,147.3,148.22118273651347,148.32088478658798,148.01704675180605,146.500888774736,144.90366111541573,0.5821428571428494,38.1578947368427,59.36299686414118,,148.4439122014263,5,738.0500000000001,SELLSHORTSTOCK,0.0
301,NVDA,01-03-2023 09:38:00 AM,148.4,147.62,148.5,147.1,148.2569461892108,148.32807707871635,148.03206452624502,146.51978540384312,144.94913780071812,0.6692857142857085,53.80116959064376,56.18950758538879,,148.4439122014263,-5,-742.0,BUYTOCOVERSTOCK,-3.949999999999932
371,NVDA,01-03-2023 11:58:00 AM,141.49,141.41,141.52,141.18,141.59547624224,141.79802218009294,142.65547617573552,144.77933984226192,144.5463470193372,0.4885714285714308,34.12698412698398,34.292962707632526,,141.88386865466026,5,707.45,SELLSHORTSTOCK,0.0
372,NVDA,01-03-2023 12:00:00 PM,141.39,141.49,141.63,141.36,141.55438099379202,141.76092925462993,142.60584965904,144.74561506771204,144.53877387988342,0.45428571428571524,27.579365079364607,34.79036281710156,,141.88386865466026,-5,-706.9499999999999,BUYTOCOVERSTOCK,0.5000000000001137
485,NVDA,01-03-2023 03:46:00 PM,143.03,143.24,143.32,142.96,143.25044557458796,143.25144327225996,143.01536764119538,143.3166731824224,144.0762982604193,0.3257142857142798,26.60644384221654,46.39478853520317,,143.51888996619297,5,715.15,SELLSHORTSTOCK,0.0
486,NVDA,01-03-2023 03:48:00 PM,143.22,143.04,143.27,143.03,143.24435645967037,143.2485847929636,143.02339243957988,143.31571126020924,144.07428025023546,0.31357142857142356,26.75710297592609,43.73101163384818,,143.5150009695737,-5,-716.1,BUYTOCOVERSTOCK,-0.9500000000000455
490,NVDA,01-03-2023 03:56:00 PM,143.12,143.22,143.53,143.0,143.212792405881,143.23282343621582,143.04986433944578,143.31134470702236,144.06025055187285,0.3328571428571386,18.749999999998952,31.41846803192176,,143.5150009695737,5,715.6,SELLSHORTSTOCK,0.0
491,NVDA,01-03-2023 03:58:00 PM,143.17,143.12,143.18,142.91,143.2042339247048,143.22711221474165,143.05457554182047,143.3099382920271,144.05664860253722,0.33357142857142563,20.03623188405726,28.039375170944776,,143.43552763095235,-5,-715.8499999999999,BUYTOCOVERSTOCK,-0.2499999999998863
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
17,NFLX,12-30-2022 09:20:00 AM,286.75,286.75,286.75,286.75,286.8099579897074,286.7660964432528,286.7296988927003,286.7072674444171,286.74160672329657,0.2671428571428415,,,,287.01029224824043,5,1433.75,SELLSHORTSTOCK,0.0
18,NFLX,12-30-2022 09:22:00 AM,287.0,286.8,287.0,286.8,286.8479663917659,286.78736040295706,286.7402989361238,286.7101802061642,286.7484268872075,0.26999999999998586,,,,287.01029224824043,-5,-1435.0,BUYTOCOVERSTOCK,-1.25
70,NFLX,12-30-2022 11:06:00 AM,289.64,289.31,289.81,289.11,289.32666304666935,288.5719651930303,287.50802110443556,286.80235527949657,286.36135316881735,0.6271428571428552,76.34619375965701,86.36836745928989,288.9226847544461,,-5,-1448.1999999999998,BUYSTOCK,0.0
71,NFLX,12-30-2022 11:08:00 AM,290.06,289.65,290.06,289.56,289.4733304373355,288.70724108457296,287.6080987081832,286.834769654825,286.39378584465146,0.6228571428571408,81.82282898630949,84.74698331250974,288.97191395357765,,5,1450.3,SELLSTOCK,2.1000000000001364
98,NFLX,12-30-2022 12:02:00 PM,290.88,290.87,291.11,290.75,290.9317300842068,290.63047282430097,289.60376019042656,287.70651684037546,287.44421813977846,0.48714285714285666,69.51672862453556,75.95562641362808,290.5606105743676,,5,1454.4,SELLSHORTSTOCK,0.0
99,NFLX,12-30-2022 12:04:00 PM,290.8,290.83,290.94,290.38,290.90538406736545,290.64588438572815,289.65067155550787,287.7372977673369,287.4765076347873,0.4950000000000005,64.85794144286848,74.0614263905192,290.5606105743676,,-5,-1454.0,BUYTOCOVERSTOCK,0.40000000000009095
180,NFLX,12-30-2022 02:46:00 PM,291.26,291.04,291.6,291.04,291.0663672728886,290.83980196362194,290.6841115764153,289.4160752450949,288.6020501606894,0.35428571428571687,80.63402385436252,85.70043785993207,290.9346688909665,,5,1456.3,SELLSHORTSTOCK,0.0
181,NFLX,12-30-2022 02:48:00 PM,291.33,291.42,291.42,291.03,291.1190938183109,290.8843654214745,290.709440534203,289.4351192725068,288.61750535339183,0.3571428571428612,81.51274571347614,85.27484351166882,290.9346688909665,,-5,-1456.6499999999999,BUYTOCOVERSTOCK,-0.34999999999990905
373,NFLX,01-03-2023 11:58:00 AM,291.92,291.94,292.15,291.54,291.67695752401414,291.53209827954163,291.65295638080363,292.5489300700725,291.0081750954633,0.6835714285714241,63.34913112164242,48.46333275883707,291.08531459389013,,5,1459.6000000000001,SELLSHORTSTOCK,0.0
374,NFLX,01-03-2023 12:00:00 PM,292.4,291.84,292.56,291.84,291.82156601921133,291.6109984359469,291.6822522090074,292.54744817882806,291.0112248868174,0.6392857142857095,68.40442338072602,49.88293490487608,291.427079319942,,-5,-1462.0,BUYTOCOVERSTOCK,-2.3999999999998636
402,NFLX,01-03-2023 12:56:00 PM,292.29,292.0,292.3,291.9,292.46739008903364,292.6499121453913,292.44984654241824,292.62167359861894,291.1037896846474,0.498571428571438,13.648293963255503,45.412810198181134,,292.6962289666599,-5,-1461.45,BUYSTOCK,0.0
403,NFLX,01-03-2023 12:58:00 PM,292.94,292.29,293.11,292.11,292.5619120712269,292.67628376853753,292.46906824663716,292.62484102549837,291.1075595998619,0.5435714285714377,27.952755905512277,39.45993930573148,,292.6962289666599,5,1464.7,SELLSTOCK,3.25
413,NFLX,01-03-2023 01:18:00 PM,292.85,292.75,292.89,292.67,292.7821979813887,292.7628727393914,292.5853122734184,292.64380768325634,291.1251017151362,0.5171428571428619,40.58369916149915,44.12398671404998,292.3766972503752,,-5,-1464.25,BUYSTOCK,0.0
414,NFLX,01-03-2023 01:20:00 PM,292.36,292.83,292.98,292.36,292.697758385111,292.7262479449013,292.57647649799026,292.640983726209,291.126601636545,0.5214285714285763,40.34445915499615,44.37890507049443,292.3766972503752,,5,1461.8000000000002,SELLSTOCK,-2.449999999999818
429,NFLX,01-03-2023 01:50:00 PM,294.26,293.97,294.29,293.97,293.9648449694729,293.64731548523173,293.16485561251596,292.8083345641059,291.1853230958561,0.5464285714285657,77.43362831858327,83.07086837173907,293.5960264517353,,-5,-1471.3,BUYSTOCK,0.0
430,NFLX,01-03-2023 01:52:00 PM,294.5,294.17,294.53,294.13,294.07187597557834,293.72483225930154,293.21721421594674,292.8251670560054,291.1901732465135,0.5292857142857079,87.7695554877425,83.64412776626548,293.692879542261,,5,1472.5,SELLSTOCK,1.2000000000000455
446,NFLX,01-03-2023 02:24:00 PM,294.83,295.22,295.28,294.75,294.93426684177416,294.6312515929676,293.98278588235576,293.1185859534132,291.2897154323486,0.491428571428563,78.33333333333424,82.39392754717502,294.59228867316955,,5,1474.1499999999999,SELLSHORTSTOCK,0.0
447,NFLX,01-03-2023 02:26:00 PM,294.72,294.82,294.91,294.65,294.89141347341933,294.63931962997054,294.01169623991046,293.1345204215384,291.2951381478107,0.4749999999999943,74.62962962963076,82.99754909915518,294.59228867316955,,-5,-1473.6000000000001,BUYTOCOVERSTOCK,0.5499999999997272
487,NFLX,01-03-2023 03:46:00 PM,295.53,295.73,295.82,295.43,295.89314110548594,295.9885422981027,295.57205384921343,294.03400871359725,291.6828625763418,0.4878571428571417,8.888888888888639,33.5680830781758,,296.2268284537221,5,1477.6499999999999,SELLSHORTSTOCK,0.0
488,NFLX,01-03-2023 03:48:00 PM,295.79,295.59,295.86,295.53,295.87251288438875,295.9704929982751,295.58060075708744,294.0514812637107,291.69090559116637,0.4635714285714333,15.726495726496099,30.8863074823916,,296.2268284537221,-5,-1478.95,BUYTOCOVERSTOCK,-1.300000000000182
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
74,QQQ,12-30-2022 01:16:00 PM,264.01,264.13,264.21,264.0,264.19959705825863,264.2681980515183,264.2823296298724,264.4119299249269,264.18608892129885,0.2557142857142968,11.594202898549286,32.73432978581747,,264.3574523596954,5,1320.05,SELLSHORTSTOCK,0.0
75,QQQ,12-30-2022 01:18:00 PM,263.93,264.01,264.07,263.91,264.14567764660694,264.23745277410757,264.26851278164213,264.4071346022908,264.18227965822285,0.2521428571428674,5.041496345842653,32.340818601688184,,264.2782531999186,-5,-1319.65,BUYTOCOVERSTOCK,0.3999999999998636
168,QQQ,12-30-2022 04:24:00 PM,266.89,266.93,266.96,266.89,266.75782062836464,266.267768643022,265.386851979106,264.4981270499999,264.61793083112764,0.17571428571429237,97.18050489880586,97.65072751286672,266.6720160426206,,5,1334.4499999999998,SELLSHORTSTOCK,0.0
169,QQQ,12-30-2022 04:26:00 PM,266.94,266.89,266.94,266.89,266.7942565026917,266.32888058456547,265.44775974463124,264.5224242932835,264.6192756933825,0.16357142857143409,96.29554914659343,97.48548625952182,266.6823144386964,,-5,-1334.7,BUYTOCOVERSTOCK,-0.2500000000002274
194,QQQ,12-30-2022 05:16:00 PM,266.61,266.64,266.64,266.61,266.64573568595677,266.6509711156251,266.24958582890235,265.012428509745,264.64319919250556,0.03857142857143003,10.867446393766956,9.660029817927972,,266.68655460914226,5,1333.0500000000002,SELLSHORTSTOCK,0.0
195,QQQ,12-30-2022 05:18:00 PM,266.62,266.62,266.62,266.62,266.64058854876544,266.6481555596592,266.26411187482773,265.02842424596645,264.64322887863466,0.03642857142857484,9.338624338631348,9.08066473856291,,266.67952597377695,-5,-1333.1,BUYTOCOVERSTOCK,-0.04999999999972715
254,QQQ,01-03-2023 08:06:00 AM,268.42,268.52,268.56,268.41,267.7799541624873,267.3481407572053,267.0081006274632,265.87912018060445,264.66909255351635,0.3007142857142761,66.58036774315924,81.92566071055089,267.8934116233905,,5,1342.1000000000001,SELLSHORTSTOCK,0.0
255,QQQ,01-03-2023 08:08:00 AM,268.11,268.42,268.42,268.04,267.84596332998984,267.4174006883684,267.0513123675627,265.9013179897527,264.6727901512159,0.3249999999999927,61.570147438821074,81.86045323220917,267.8934116233905,,-5,-1340.5500000000002,BUYTOCOVERSTOCK,1.5499999999999545
402,QQQ,01-03-2023 01:02:00 PM,262.7,262.76,262.84,262.68,262.6806847492588,262.7918628090008,263.1793627928132,264.87563112725286,264.9994770538631,0.29071428571429336,43.70860927152385,31.019601985095655,262.3877368289225,,5,1313.5,SELLSHORTSTOCK,0.0
403,QQQ,01-03-2023 01:04:00 PM,262.7,262.7,262.73,262.57,262.684547799407,262.7835116445462,263.1605642519186,264.8539830563349,264.9963480239259,0.2807142857142943,38.85209713024287,29.416089893608603,262.3877368289225,,-5,-1313.5,BUYTOCOVERSTOCK,0.0
406,QQQ,01-03-2023 01:10:00 PM,262.56,262.62,262.67,262.47,262.6298484732965,262.73115826036525,263.0941365212021,264.7865781239307,264.98471622438757,0.27714285714286496,29.359823399558334,29.646799116998118,262.3877368289225,,5,1312.8,SELLSHORTSTOCK,0.0
407,QQQ,01-03-2023 01:12:00 PM,262.95,262.57,262.98,262.51,262.6938787786372,262.7510529639684,263.0884841086059,264.7683037147374,264.98168886512815,0.29428571428572275,37.748344370860714,31.655629139073113,262.4118458561041,,-5,-1314.75,BUYTOCOVERSTOCK,-1.9500000000000455
418,QQQ,01-03-2023 01:34:00 PM,263.4,263.38,263.45,263.28,263.08917882996235,262.9012239833599,263.02589209263016,264.5710313288872,264.93674238388337,0.29428571428572275,85.71428571428349,53.163745504098436,262.977028453107,,5,1317.0,SELLSHORTSTOCK,0.0
419,QQQ,01-03-2023 01:36:00 PM,263.42,263.4,263.52,263.22,263.1553430639699,262.9483854394181,263.0413473046839,264.5595782808386,264.93302874222803,0.30642857142857693,85.21303258145187,58.46209070484838,262.9908256077963,,-5,-1317.1000000000001,BUYTOCOVERSTOCK,-0.10000000000013642
486,QQQ,01-03-2023 03:50:00 PM,264.53,264.46,264.74,264.46,264.4884849146349,264.469210190509,264.21389230477484,264.327557959408,264.81937873711496,0.28714285714286397,28.201799930771227,40.76811343376408,264.38203128536617,,-5,-1322.6499999999999,BUYSTOCK,0.0
487,QQQ,01-03-2023 03:52:00 PM,264.56,264.53,264.83,264.27,264.502787931708,264.4774638095536,264.227465155568,264.3298708155333,264.8179052619129,0.3135714285714357,36.0840411463464,40.57941609912327,264.38203128536617,,5,1322.8,SELLSTOCK,0.15000000000009095
489,QQQ,01-03-2023 03:56:00 PM,264.48,264.55,264.81,264.31,264.5057842762931,264.48368909880463,264.24952089139515,264.333533183979,264.81591035039577,0.3278571428571532,35.576923076922945,35.88628010062333,264.38203128536617,,5,1322.4,SELLSHORTSTOCK,0.0
490,QQQ,01-03-2023 03:58:00 PM,264.54,264.48,264.57,264.32,264.5126274210345,264.48880827164055,264.26091222898754,264.3355875801583,264.8147482067669,0.3278571428571532,35.174710910005246,33.113896119160074,264.38203128536617,,-5,-1322.7,BUYTOCOVERSTOCK,-0.2999999999999545
491,QQQ,01-03-2023 04:00:00 PM,264.46,264.55,264.64,264.43,264.5021019368276,264.486189337855,264.26871959255664,264.3368255146841,264.8103238079669,0.3235714285714388,32.87879254265716,31.573004573640617,264.38203128536617,,5,1322.3,SELLSHORTSTOCK,0.0
492,QQQ,01-03-2023 04:02:00 PM,264.19,264.46,264.52,264.04,264.43968154946214,264.45926303441365,264.26563254971126,264.33536456428925,264.8051878283885,0.32857142857143423,27.885540180982872,31.259572547724076,,264.6474347460376,-5,-1320.95,BUYTOCOVERSTOCK,1.349999999999909
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
254,AAPL,01-03-2023 08:06:00 AM,130.75,130.81,130.81,130.75,130.3579854066903,130.18319108349002,130.06900126804328,129.56372845031797,129.0932874935937,0.14285714285714285,69.79166666666741,27.50892857143229,130.41453850405546,,5,653.75,SELLSHORTSTOCK,0.0
255,AAPL,01-03-2023 08:08:00 AM,130.58,130.72,130.72,130.54,130.40238832535223,130.21926462135454,130.08904043400236,129.5738406050412,129.09353000723894,0.15714285714285836,66.45833333333412,31.535714285717887,130.41453850405546,,-5,-652.9000000000001,BUYTOCOVERSTOCK,0.849999999999909
261,AAPL,01-03-2023 08:20:00 AM,130.44,130.34,130.5,130.34,130.38568848516118,130.28508025484558,130.14820288593035,129.6198602198344,129.09516059364645,0.2421428571428582,48.12500000000082,49.395833333334124,,130.56514562598838,-5,-652.2,BUYSTOCK,0.0
262,AAPL,01-03-2023 08:22:00 AM,130.56,130.48,130.69,130.48,130.42055078812896,130.3100729589505,130.16435179236444,129.62921484451266,129.0954911041022,0.2585714285714289,52.29166666666726,52.31250000000082,,130.56514562598838,5,652.8,SELLSTOCK,0.599999999999909
280,AAPL,01-03-2023 08:58:00 AM,130.95,130.9,130.95,130.9,130.8620048018089,130.7072649352916,130.4659678117228,129.81027356041284,129.10169119322367,0.18214285714286,86.89458689458733,83.26151784375475,130.74835146766128,,5,654.75,SELLSHORTSTOCK,0.0
281,AAPL,01-03-2023 09:00:00 AM,130.92,130.93,131.05,130.91,130.8736038414471,130.7266044866287,130.48377299557683,129.8213156145381,129.10187707491303,0.18428571428571722,84.90028490028472,85.45987966711657,130.74835146766128,,-5,-654.5999999999999,BUYTOCOVERSTOCK,0.15000000000009095
402,AAPL,01-03-2023 01:02:00 PM,124.54,124.6,124.62,124.42,124.58694705599748,124.64907391038827,124.9338241616296,126.9869262640735,127.62988751123551,0.17071428571428576,38.2722799343916,35.53754456756995,,124.7008769438891,5,622.7,SELLSHORTSTOCK,0.0
403,AAPL,01-03-2023 01:04:00 PM,124.6,124.55,124.61,124.47,124.58955764479799,124.64461264580751,124.92073301803629,126.96317575398322,127.62556634842839,0.16785714285714345,38.418079096046164,35.29484543492101,,124.7008769438891,-5,-623.0,BUYTOCOVERSTOCK,-0.2999999999999545
452,AAPL,01-03-2023 02:42:00 PM,124.55,124.3,124.58,124.29,124.43852857644727,124.50817118827823,124.5917036992245,126.02339460931825,127.2998371618024,0.16857142857142549,28.91566265060185,29.14266285331969,,124.4923341765619,-5,-622.75,BUYSTOCK,0.0
453,AAPL,01-03-2023 02:44:00 PM,124.78,124.54,124.86,124.5,124.50682286115783,124.53288289843475,124.59908786788236,126.0110225236534,127.29058629410414,0.1849999999999962,47.23631367575513,30.03913372706803,124.39154295165362,,5,623.9,SELLSTOCK,1.1499999999999773
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
4,SPY,12-30-2022 11:16:00 AM,379.96,380.12,380.28,379.93,380.30976000000004,380.40311863943714,380.45152768262176,380.48009736250316,380.2645712170225,,,,,,5,1899.8,SELLSHORTSTOCK,0.0
90,SPY,12-30-2022 02:08:00 PM,378.93,378.95,379.11,378.8,379.18486230741877,379.40939904283385,379.79503944086775,380.2543507703891,379.89648114397374,0.25357142857142534,34.01324029343292,43.17831366028412,,379.31407663405224,-5,-1894.65,BUYTOCOVERSTOCK,5.149999999999864
96,SPY,12-30-2022 02:20:00 PM,378.82,378.71,378.9,378.7,378.88416102471604,379.13436001516953,379.57803922091216,380.168391041169,379.7933548940266,0.2649999999999985,10.404523375835545,25.370152463970093,,379.05531334648856,-5,-1894.1,BUYSTOCK,0.0
194,SPY,12-30-2022 05:36:00 PM,383.13,383.1,383.13,383.08,383.0728611492391,383.02184116524603,382.65503901797325,381.2737995238872,381.3032415128618,0.043571428571425486,98.57142857142986,93.86674783549797,383.0172319294314,,5,1915.65,SELLSTOCK,21.550000000000182
280,SPY,01-03-2023 09:04:00 AM,384.47,384.65,384.65,384.45,384.6242122170315,384.4669973304093,384.0589843058818,382.67758961683484,381.3505673366424,0.1607142857142776,73.37223587223684,87.64704648016655,384.549478231496,,5,1922.3500000000001,SELLSHORTSTOCK,0.0
295,SPY,01-03-2023 09:34:00 AM,385.07,383.99,385.08,383.99,384.65451187912674,384.65494532407314,384.366222800073,382.96651520449694,381.455669339641,0.3435714285714328,39.64704661061104,55.91616705294048,384.0916989730426,,-5,-1925.35,BUYTOCOVERSTOCK,-2.9999999999997726
325,SPY,01-03-2023 10:34:00 AM,380.5,380.67,380.9,380.36,380.86558457625574,381.58551896113124,382.66836680064074,382.797363275673,381.6766319871519,0.5628571428571425,15.701495229363358,9.07786773653974,,381.1888882197731,5,1902.5,SELLSHORTSTOCK,0.0
355,SPY,01-03-2023 11:34:00 AM,379.58,379.3,379.77,378.97,379.89355739171896,380.3614645408493,381.20067767073795,382.2606596089001,381.5719897288977,0.5421428571428513,13.549298565903038,14.384860981239711,,380.03182189084816,-5,-1897.8999999999999,BUYTOCOVERSTOCK,4.600000000000136
442,SPY,01-03-2023 02:28:00 PM,379.02,378.81,379.14,378.79,379.20530492666603,379.29972119107475,379.2892761525584,380.4486604650301,381.19241595326827,0.3792857142857104,9.659738409736478,33.86705587930797,,379.363430302157,5,1895.1,SELLSHORTSTOCK,0.0
456,SPY,01-03-2023 02:56:00 PM,380.15,380.07,380.51,379.96,379.85142648902763,379.52397768560775,379.35978435044115,380.30760748492287,381.1299039663643,0.5135714285714325,76.56641604010042,56.670428240821494,379.67903367245304,,-5,-1900.75,BUYTOCOVERSTOCK,-5.650000000000091
481,SPY,01-03-2023 03:46:00 PM,380.45,380.66,380.78,380.37,380.5494345574764,380.4098289201878,380.05066716975745,380.33272250343026,381.0893927613194,0.4164285714285703,52.999924052556516,58.91129922623644,380.2749141035111,,5,1902.25,SELLSHORTSTOCK,0.0
496,SPY,01-03-2023 04:16:00 PM,380.53,380.45,380.82,380.31,380.53051533633794,380.5424190384035,380.30677078544915,380.3753080560963,381.04769933497204,0.5221428571428532,31.87134502923611,46.02823132314346,,380.9950868404013,-5,-1902.6499999999999,BUYTOCOVERSTOCK,-0.3999999999998636
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
50,AAPL,12-30-2022 01:08:00 PM,128.77,128.8,128.87,128.74,128.83670659489138,128.84620944139837,128.75984816207801,128.46535270741097,128.76322899176438,0.14714285714286138,44.89898989899297,36.64072783585084,128.71388631385693,,5,643.85,SELLSHORTSTOCK,0.0
223,AAPL,12-30-2022 07:02:00 PM,130.0,129.99,130.0,129.99,130.0048001281205,129.98980802262716,129.94761048196244,129.39099130444885,129.10303856534676,0.02000000000000211,60.60606060604965,72.0707070707024,,130.0319802326851,-5,-650.0,BUYTOCOVERSTOCK,-6.149999999999977
378,AAPL,01-03-2023 12:20:00 PM,124.8,124.79,124.85,124.75,124.85622910782902,124.90073683924166,125.34132921097218,127.53698367397166,127.8081531791859,0.16857142857143056,38.372093023256745,41.882409926045106,124.76164662711932,,5,624.0,SELLSHORTSTOCK,0.0
406,AAPL,01-03-2023 01:16:00 PM,124.21,124.24,124.3,124.2,124.41863411923795,124.52949334276805,124.80744729452722,126.81347070086086,127.57641637752873,0.1928571428571461,16.4036467974821,27.939050080398154,,124.53736989467704,-5,-621.05,BUYTOCOVERSTOCK,2.9500000000000455
431,AAPL,01-03-2023 02:06:00 PM,124.73,124.69,124.8,124.68,124.66443967931738,124.60122007262645,124.66004883689351,126.31357836703828,127.39852918396352,0.20714285714285857,64.19753086419803,57.02191160177273,124.56888624399333,,5,623.65,SELLSHORTSTOCK,0.0
446,AAPL,01-03-2023 02:36:00 PM,124.32,124.28,124.35,124.26,124.45290737587354,124.53882585159833,124.61458089229907,126.07241656813846,127.31246527175794,0.15499999999999808,13.373493975903402,39.71978616136687,,124.5315155255207,-5,-621.5999999999999,BUYTOCOVERSTOCK,2.050000000000068
456,AAPL,01-03-2023 02:56:00 PM,124.71,124.76,124.89,124.6,124.79328105211539,124.70622615220968,124.67329066977445,125.9494634816727,127.22893994872081,0.27785714285714186,54.02298850574715,54.78288438359916,,125.07254423371779,5,623.55,SELLSHORTSTOCK,0.0
490,AAPL,01-03-2023 04:04:00 PM,124.93,124.9,125.07,124.85,125.03460726725623,124.95219671461297,124.83373516339466,125.62992760328933,126.76747194814725,0.22571428571428548,54.166666666666124,77.92661082878423,,125.20934314088059,-5,-624.6500000000001,BUYTOCOVERSTOCK,-1.1000000000001364
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
21,QQQ,12-29-2022 01:04:00 PM,266.54,266.6,266.7,266.52,266.53509868431615,266.56185161860805,266.6890735118174,266.8568060383635,266.526600222393,0.18000000000001087,,,266.4333188711131,,5,1332.7,SELLSHORTSTOCK,0.0
161,QQQ,12-30-2022 11:14:00 AM,263.83,264.1,264.17,263.74,264.1609239206115,264.148819201952,264.33464855479883,265.58941014755504,265.35461818546656,0.34785714285714725,41.92872117400335,51.07893906846659,,264.39664643038896,-5,-1319.1499999999999,BUYTOCOVERSTOCK,13.550000000000182
212,QQQ,12-30-2022 12:56:00 PM,264.19,264.15,264.22,264.09,264.3106790034746,264.3319856275807,264.28218586429745,265.0311766029065,265.1633302011986,0.20357142857143426,15.794790005314796,50.537586390217626,,264.4478087113205,5,1320.95,SELLSHORTSTOCK,0.0
248,QQQ,12-30-2022 02:08:00 PM,263.1,263.1,263.22,263.0,263.33250146337923,263.4846325319104,263.7360893498503,264.6137387427723,264.9886019154954,0.20142857142856688,35.44973544973646,50.313306909011416,,263.42319746553596,-5,-1315.5,BUYTOCOVERSTOCK,5.4500000000000455
254,QQQ,12-30-2022 02:20:00 PM,263.07,262.99,263.12,262.99,263.11521254361617,263.28979081268454,263.5868895923497,264.5219003229185,264.95864862794116,0.19928571428571168,10.003323841782949,27.04642179694078,,263.2449675660229,-5,-1315.35,BUYSTOCK,0.0
index,Symbol,TimeStamp,Close,Open,High,Low,ema9,ema21,ema50,ema200,vwap,ATR,K_slow,D_slow,ST_Lowerband,ST_Upperband,Position,Value,OrderType,P/L
11,TSLA,12-30-2022 12:08:00 PM,121.32,121.47,121.58,121.18,121.41027538452482,121.26836437990828,121.15040063384959,121.06346373390338,121.35154044548054,,,,121.38230747051,,5,606.5999999999999,SELLSHORTSTOCK,0.0
34,TSLA,12-30-2022 12:54:00 PM,121.54,121.58,121.69,121.52,121.72248420852827,121.70329226864656,121.52183191023364,121.2086274027643,121.59568033830125,0.26785714285714385,33.81349865607754,55.92620553994847,,121.96741579940205,-5,-607.7,BUYTOCOVERSTOCK,-1.1000000000001364
71,TSLA,12-30-2022 02:08:00 PM,121.02,120.95,121.05,120.88,121.12966579594564,121.20187267279616,121.27762402976914,121.21011803898763,121.4111352979998,0.2328571428571422,34.85151818485172,52.88455121788469,,121.25658370582276,5,605.1,SELLSHORTSTOCK,0.0
196,TSLA,12-30-2022 06:18:00 PM,122.87,122.88,122.88,122.87,122.87279753932879,122.8870371663538,122.88256895700705,122.26772465511418,121.87634330840021,0.03357142857142849,38.59649122807294,34.864912280703734,,122.90335603623166,-5,-614.35,BUYTOCOVERSTOCK,-9.25
270,TSLA,01-03-2023 08:46:00 AM,118.43,118.16,118.59,118.01,118.19582109189834,118.7632981846434,120.19397564626321,121.71805392585618,121.78910950270513,0.28428571428571353,50.43770061278104,27.312452884922315,117.86481002498816,,-5,-592.1500000000001,BUYSTOCK,0.0
286,TSLA,01-03-2023 09:18:00 AM,119.05,119.29,119.33,119.05,119.05616607457198,118.92503065125192,119.58350613632126,121.29584200049706,121.74930649730543,0.3335714285714297,83.94415357766125,82.75114404813549,118.91541599151338,,5,595.25,SELLSTOCK,3.099999999999909
295,TSLA,01-03-2023 09:36:00 AM,115.16,116.27,116.86,114.7,117.38826670051975,118.13750175610316,119.02719065183469,120.99858394748973,121.08787099386888,0.7000000000000018,13.645071636085646,53.84283192091603,,116.94325483050474,5,575.8,SELLSHORTSTOCK,0.0
297,TSLA,01-03-2023 09:40:00 AM,114.57,114.4,114.8,113.72,116.34489068833265,117.50347252570509,118.67767964438875,120.8695151829049,120.73629930087101,0.8185714285714292,11.046896769611648,39.90457044839399,,115.87480334941455,-5,-572.8499999999999,BUYTOCOVERSTOCK,2.9500000000000455
302,TSLA,01-03-2023 09:50:00 AM,113.66,114.33,114.53,113.43,115.12377218075287,116.41868918895571,117.95473783677053,120.56938056749526,120.18393583371135,1.1407142857142867,10.817671878314018,17.73271886876523,,115.40670769063145,5,568.3,SELLSHORTSTOCK,0.0
312,TSLA,01-03-2023 10:10:00 AM,111.82,112.0,112.31,111.6,112.35477302868024,113.80155257459815,116.07026498419341,119.78123268551661,119.08412873126548,0.8621428571428597,7.369910627622527,4.599589133356156,,112.76968194109187,-5,-559.0999999999999,BUYTOCOVERSTOCK,9.200000000000045
